hanja,kor,link
終,마칠 종,https://namu.wiki/w/%E7%B5%82
罪,허물 죄:,https://namu.wiki/w/%E7%BD%AA
止,그칠 지,https://namu.wiki/w/%E6%AD%A2
唱,부를 창:,https://namu.wiki/w/%E5%94%B1
鐵,쇠 철,https://namu.wiki/w/%E9%90%B5
初,처음 초,https://namu.wiki/w/%E5%88%9D
最,가장 최:,https://namu.wiki/w/%E6%9C%80
祝,빌 축,https://namu.wiki/w/%E7%A5%9D
致,이를 치:,https://namu.wiki/w/%E8%87%B4
則,법칙 칙,https://namu.wiki/w/%E5%89%87
他,다를 타,https://namu.wiki/w/%E4%BB%96
打,칠 타:,https://namu.wiki/w/%E6%89%93
卓,높을 탁,https://namu.wiki/w/%E5%8D%93
炭,숯 탄:,https://namu.wiki/w/%E7%82%AD
板,널 판,https://namu.wiki/w/%E6%9D%BF
敗,패할 패:,https://namu.wiki/w/%E6%95%97
河,물 하,https://namu.wiki/w/%E6%B2%B3
寒,찰 한,https://namu.wiki/w/%E5%AF%92
許,허락할 허,https://namu.wiki/w/%E8%A8%B1
湖,호수 호,https://namu.wiki/w/%E6%B9%96
患,근심 환:,https://namu.wiki/w/%E6%82%A3
黑,검을 흑,https://namu.wiki/w/%E9%BB%91
却,리칠 각,https://namu.wiki/w/%E5%8D%B4
姦,음할 간:,https://namu.wiki/w/%E5%A7%A6
渴,마를 갈,https://namu.wiki/w/%E6%B8%B4
皆, 개,https://namu.wiki/w/%E7%9A%86
慨,퍼할 개:,https://namu.wiki/w/%E6%85%A8
乞, 걸,https://namu.wiki/w/%E4%B9%9E
遣,낼 견:,https://namu.wiki/w/%E9%81%A3
肩,깨 견,https://namu.wiki/w/%E8%82%A9
絹,단 견,https://namu.wiki/w/%E7%B5%B9
牽,끌/끌 견,https://namu.wiki/w/%E7%89%BD
卿,슬 경,https://namu.wiki/w/%E5%8D%BF
庚, 경,https://namu.wiki/w/%E5%BA%9A
竟,침내 경:,https://namu.wiki/w/%E7%AB%9F
繫, 계:,https://namu.wiki/w/%E7%B9%AB
癸,방/천간 계:,https://namu.wiki/w/%E7%99%B8
顧,아볼 고,https://namu.wiki/w/%E9%A1%A7
枯,를 고,https://namu.wiki/w/%E6%9E%AF
坤, 곤,https://namu.wiki/w/%E5%9D%A4
郭,레/외성 곽,https://namu.wiki/w/%E9%83%AD
掛, 괘,https://namu.wiki/w/%E6%8E%9B
塊,덩이 괴,https://namu.wiki/w/%E5%A1%8A
愧,끄러울 괴:,https://namu.wiki/w/%E6%84%A7
郊, 교,https://namu.wiki/w/%E9%83%8A
矯,로잡을 교:,https://namu.wiki/w/%E7%9F%AF
俱,께 구,https://namu.wiki/w/%E4%BF%B1
龜,북 구 | 거북 귀 | 터질 균,https://namu.wiki/w/%E9%BE%9C
驅, 구,https://namu.wiki/w/%E9%A9%85
苟,실로/구차할 구,https://namu.wiki/w/%E8%8B%9F
懼,려워할 구,https://namu.wiki/w/%E6%87%BC
狗, 구,https://namu.wiki/w/%E7%8B%97
厥, 궐,https://namu.wiki/w/%E5%8E%A5
軌,퀴자국 궤:,https://namu.wiki/w/%E8%BB%8C
糾,을 규,https://namu.wiki/w/%E7%B3%BE
叫,르짖을 규,https://namu.wiki/w/%E5%8F%AB
僅,우 근:,https://namu.wiki/w/%E5%83%85
謹,갈 근:,https://namu.wiki/w/%E8%AC%B9
斤,/날 근,https://namu.wiki/w/%E6%96%A4
肯,길 긍:,https://namu.wiki/w/%E8%82%AF
旣,미 기,https://namu.wiki/w/%E6%97%A3
忌,릴 기,https://namu.wiki/w/%E5%BF%8C
棄,릴 기,https://namu.wiki/w/%E6%A3%84
欺,일 기,https://namu.wiki/w/%E6%AC%BA
飢,릴 기,https://namu.wiki/w/%E9%A3%A2
豈,찌 기,https://namu.wiki/w/%E8%B1%88
幾, 기,https://namu.wiki/w/%E5%B9%BE
那,찌 나:,https://namu.wiki/w/%E9%82%A3
奈,찌 내,https://namu.wiki/w/%E5%A5%88
乃,에 내:,https://namu.wiki/w/%E4%B9%83
惱,뇌할 뇌,https://namu.wiki/w/%E6%83%B1
畓, 답,https://namu.wiki/w/%E7%95%93
跳, 도,https://namu.wiki/w/%E8%B7%B3
挑,울 도,https://namu.wiki/w/%E6%8C%91
塗,할 도,https://namu.wiki/w/%E5%A1%97
稻, 도,https://namu.wiki/w/%E7%A8%BB
篤,타울 독,https://namu.wiki/w/%E7%AF%A4
敦,타울 돈,https://namu.wiki/w/%E6%95%A6
豚,지 돈,https://namu.wiki/w/%E8%B1%9A
屯,칠 둔,https://namu.wiki/w/%E5%B1%AF
鈍,할 둔:,https://namu.wiki/w/%E9%88%8D
騰,를 등,https://namu.wiki/w/%E9%A8%B0
濫,칠 람:,https://namu.wiki/w/%E6%BF%AB
掠,략질할 략,https://namu.wiki/w/%E6%8E%A0
諒,펴알/믿을 량,https://namu.wiki/w/%E8%AB%92
憐,쌍히여길 련,https://namu.wiki/w/%E6%86%90
劣,할 렬,https://namu.wiki/w/%E5%8A%A3
廉,렴할 렴,https://namu.wiki/w/%E5%BB%89
獵,냥 렵,https://namu.wiki/w/%E7%8D%B5
零,어질/영 령,https://namu.wiki/w/%E9%9B%B6
隷, 례:,https://namu.wiki/w/%E9%9A%B7
鹿,슴 록,https://namu.wiki/w/%E9%B9%BF
僚,료 료,https://namu.wiki/w/%E5%83%9A
了,칠 료:,https://namu.wiki/w/%E4%BA%86
淚,물 루:,https://namu.wiki/w/%E6%B7%9A
屢,러 루:,https://namu.wiki/w/%E5%B1%A2
梨, 리,https://namu.wiki/w/%E6%A2%A8
隣,웃 린,https://namu.wiki/w/%E9%9A%A3
慢,만할 만:,https://namu.wiki/w/%E6%85%A2
漫,어질 만:,https://namu.wiki/w/%E6%BC%AB
忘,을 망,https://namu.wiki/w/%E5%BF%98
茫,득할 망,https://namu.wiki/w/%E8%8C%AB
忙,쁠 망,https://namu.wiki/w/%E5%BF%99
罔,을 망,https://namu.wiki/w/%E7%BD%94
埋,을 매,https://namu.wiki/w/%E5%9F%8B
冥,두울 명,https://namu.wiki/w/%E5%86%A5
某,무 모:,https://namu.wiki/w/%E6%9F%90
暮,물 모:,https://namu.wiki/w/%E6%9A%AE
募,을/뽑을 모,https://namu.wiki/w/%E5%8B%9F
冒,릅쓸 모,https://namu.wiki/w/%E5%86%92
侮,신여길 모(:)[7],https://namu.wiki/w/%E4%BE%AE
卯,끼 묘:,https://namu.wiki/w/%E5%8D%AF
廟,당 묘:,https://namu.wiki/w/%E5%BB%9F
苗, 묘:,https://namu.wiki/w/%E8%8B%97
戊,간 무:,https://namu.wiki/w/%E6%88%8A
霧,개 무:,https://namu.wiki/w/%E9%9C%A7
迷,혹할 미(:)[8],https://namu.wiki/w/%E8%BF%B7
眉,썹 미,https://namu.wiki/w/%E7%9C%89
敏,첩할 민,https://namu.wiki/w/%E6%95%8F
憫,망할 민,https://namu.wiki/w/%E6%86%AB
蜜, 밀,https://namu.wiki/w/%E8%9C%9C
泊,무를/배댈 박,https://namu.wiki/w/%E6%B3%8A
伴, 반:,https://namu.wiki/w/%E4%BC%B4
叛,반할 반:,https://namu.wiki/w/%E5%8F%9B
返,이킬 반:,https://namu.wiki/w/%E8%BF%94
倣,뜰 방,https://namu.wiki/w/%E5%80%A3
傍,곁 방:,https://namu.wiki/w/%E5%82%8D
邦,라 방,https://namu.wiki/w/%E9%82%A6
杯, 배,https://namu.wiki/w/%E6%9D%AF
飜,역할 번,https://namu.wiki/w/%E9%A3%9C
煩,거로울 번,https://namu.wiki/w/%E7%85%A9
辨,별할 변:,https://namu.wiki/w/%E8%BE%A8
竝,란히 병:,https://namu.wiki/w/%E7%AB%9D
屛,풍 병(:)[9],https://namu.wiki/w/%E5%B1%9B
卜, 복,https://namu.wiki/w/%E5%8D%9C
蜂, 봉,https://namu.wiki/w/%E8%9C%82
赴,다를/갈 부:,https://namu.wiki/w/%E8%B5%B4
墳,덤 분,https://namu.wiki/w/%E5%A2%B3
崩,너질 붕,https://namu.wiki/w/%E5%B4%A9
朋, 붕,https://namu.wiki/w/%E6%9C%8B
賓, 빈,https://namu.wiki/w/%E8%B3%93
頻,주 빈,https://namu.wiki/w/%E9%A0%BB
聘,를 빙,https://namu.wiki/w/%E8%81%98
巳, 사:,https://namu.wiki/w/%E5%B7%B3
捨,릴 사:,https://namu.wiki/w/%E6%8D%A8
斯, 사,https://namu.wiki/w/%E6%96%AF
詐,일 사,https://namu.wiki/w/%E8%A9%90
賜, 사:,https://namu.wiki/w/%E8%B3%9C
似,을 사:,https://namu.wiki/w/%E4%BC%BC
朔,하루 삭,https://namu.wiki/w/%E6%9C%94
祥,서 상,https://namu.wiki/w/%E7%A5%A5
嘗,볼 상,https://namu.wiki/w/%E5%98%97
暑,울 서:,https://namu.wiki/w/%E6%9A%91
敍, 서:,https://namu.wiki/w/%E6%95%8D
逝, 서:,https://namu.wiki/w/%E9%80%9D
庶,러 서:,https://namu.wiki/w/%E5%BA%B6
誓,세할 서:,https://namu.wiki/w/%E8%AA%93
昔, 석,https://namu.wiki/w/%E6%98%94
析,갤 석,https://namu.wiki/w/%E6%9E%90
攝,스릴/잡을 섭,https://namu.wiki/w/%E6%94%9D
涉,널 섭,https://namu.wiki/w/%E6%B6%89
召,를 소,https://namu.wiki/w/%E5%8F%AC
昭,을 소,https://namu.wiki/w/%E6%98%AD
蔬,물 소,https://namu.wiki/w/%E8%94%AC
騷,들 소,https://namu.wiki/w/%E9%A8%B7
粟, 속,https://namu.wiki/w/%E7%B2%9F
誦, 송:,https://namu.wiki/w/%E8%AA%A6
睡,음 수,https://namu.wiki/w/%E7%9D%A1
須,름지기 수,https://namu.wiki/w/%E9%A0%88
雖,록 수,https://namu.wiki/w/%E9%9B%96
誰,구 수,https://namu.wiki/w/%E8%AA%B0
搜,을 수,https://namu.wiki/w/%E6%90%9C
囚,둘 수,https://namu.wiki/w/%E5%9B%9A
遂,디어 수,https://namu.wiki/w/%E9%81%82
孰,구 숙,https://namu.wiki/w/%E5%AD%B0
循, 순,https://namu.wiki/w/%E5%BE%AA
殉,라죽을 순,https://namu.wiki/w/%E6%AE%89
脣,술 순,https://namu.wiki/w/%E8%84%A3
戌, 술,https://namu.wiki/w/%E6%88%8C
矢,살 시:,https://namu.wiki/w/%E7%9F%A2
辛,울 신,https://namu.wiki/w/%E8%BE%9B
伸, 신,https://namu.wiki/w/%E4%BC%B8
晨,벽 신,https://namu.wiki/w/%E6%99%A8
尋,을 심,https://namu.wiki/w/%E5%B0%8B
餓,릴 아:,https://namu.wiki/w/%E9%A4%93
岳,산 악,https://namu.wiki/w/%E5%B2%B3
雁,러기 안:,https://namu.wiki/w/%E9%9B%81
謁, 알,https://namu.wiki/w/%E8%AC%81
押,를 압,https://namu.wiki/w/%E6%8A%BC
殃,앙 앙,https://namu.wiki/w/%E6%AE%83
涯,가 애,https://namu.wiki/w/%E6%B6%AF
厄, 액,https://namu.wiki/w/%E5%8E%84
也,끼/어조사 야,https://namu.wiki/w/%E4%B9%9F
耶,조사 야,https://namu.wiki/w/%E8%80%B6
躍, 약,https://namu.wiki/w/%E8%BA%8D
楊,들 양,https://namu.wiki/w/%E6%A5%8A
於,조사 어 | 탄식할 오,https://namu.wiki/w/%E6%96%BC
焉,찌 언,https://namu.wiki/w/%E7%84%89
輿,레 여:,https://namu.wiki/w/%E8%BC%BF
汝, 여:,https://namu.wiki/w/%E6%B1%9D
余, 여,https://namu.wiki/w/%E4%BD%99
予, 여,https://namu.wiki/w/%E4%BA%88
閱, 열,https://namu.wiki/w/%E9%96%B1
詠,을 영:,https://namu.wiki/w/%E8%A9%A0
泳,엄칠 영:,https://namu.wiki/w/%E6%B3%B3
銳,카로울 예:,https://namu.wiki/w/%E9%8A%B3
嗚,플 오,https://namu.wiki/w/%E5%97%9A
娛,길 오:,https://namu.wiki/w/%E5%A8%9B
吾, 오,https://namu.wiki/w/%E5%90%BE
傲,만할 오:,https://namu.wiki/w/%E5%82%B2
汚,러울 오:,https://namu.wiki/w/%E6%B1%9A
擁, 옹:,https://namu.wiki/w/%E6%93%81
翁,은이 옹,https://namu.wiki/w/%E7%BF%81
臥,울 와:,https://namu.wiki/w/%E8%87%A5
曰,로 왈,https://namu.wiki/w/%E6%9B%B0
畏,려워할 외:,https://namu.wiki/w/%E7%95%8F
遙, 요,https://namu.wiki/w/%E9%81%99
腰,리 요,https://namu.wiki/w/%E8%85%B0
搖,들 요,https://namu.wiki/w/%E6%90%96
庸,떳할 용,https://namu.wiki/w/%E5%BA%B8
于,조사 우,https://namu.wiki/w/%E4%BA%8E
尤,욱 우,https://namu.wiki/w/%E5%B0%A4
又, 우:,https://namu.wiki/w/%E5%8F%88
云,를 운,https://namu.wiki/w/%E4%BA%91
違,긋날 위,https://namu.wiki/w/%E9%81%95
緯, 위,https://namu.wiki/w/%E7%B7%AF
唯,직 유,https://namu.wiki/w/%E5%94%AF
酉, 유,https://namu.wiki/w/%E9%85%89
愈,을 유,https://namu.wiki/w/%E6%84%88
惟,각할 유,https://namu.wiki/w/%E6%83%9F
閏,달 윤:,https://namu.wiki/w/%E9%96%8F
吟,을 음,https://namu.wiki/w/%E5%90%9F
泣, 읍,https://namu.wiki/w/%E6%B3%A3
凝,길 응:,https://namu.wiki/w/%E5%87%9D
矣,조사 의,https://namu.wiki/w/%E7%9F%A3
宜,땅 의,https://namu.wiki/w/%E5%AE%9C
而,이을 이,https://namu.wiki/w/%E8%80%8C
夷,랑캐 이,https://namu.wiki/w/%E5%A4%B7
寅,/동방 인,https://namu.wiki/w/%E5%AF%85
姻,인 인,https://namu.wiki/w/%E5%A7%BB
恣,음대로/방자할 자:,https://namu.wiki/w/%E6%81%A3
玆, 자,https://namu.wiki/w/%E7%8E%86
酌,부을/잔질할 작,https://namu.wiki/w/%E9%85%8C
爵,슬 작,https://namu.wiki/w/%E7%88%B5
墻, 장,https://namu.wiki/w/%E5%A2%BB
哉,조사 재,https://namu.wiki/w/%E5%93%89
宰,상 재:,https://namu.wiki/w/%E5%AE%B0
滴,방울 적,https://namu.wiki/w/%E6%BB%B4
竊,칠 절,https://namu.wiki/w/%E7%AB%8A
蝶,비 접,https://namu.wiki/w/%E8%9D%B6
訂,로잡을 정,https://namu.wiki/w/%E8%A8%82
堤, 제,https://namu.wiki/w/%E5%A0%A4
燥,를 조,https://namu.wiki/w/%E7%87%A5
弔,상할 조:,https://namu.wiki/w/%E5%BC%94
拙,할 졸,https://namu.wiki/w/%E6%8B%99
佐,울 좌:,https://namu.wiki/w/%E4%BD%90
舟, 주,https://namu.wiki/w/%E8%88%9F
遵,을 준:,https://namu.wiki/w/%E9%81%B5
俊,걸 준:,https://namu.wiki/w/%E4%BF%8A
贈, 증,https://namu.wiki/w/%E8%B4%88
只,만 지,https://namu.wiki/w/%E5%8F%AA
遲,딜/늦을 지,https://namu.wiki/w/%E9%81%B2
姪,카 질,https://namu.wiki/w/%E5%A7%AA
懲,계할 징,https://namu.wiki/w/%E6%87%B2
且, 차:,https://namu.wiki/w/%E4%B8%94
捉,을 착,https://namu.wiki/w/%E6%8D%89
慙,끄러워할 참,https://namu.wiki/w/%E6%85%99
慘,혹할 참,https://namu.wiki/w/%E6%85%98
暢,창할 창:,https://namu.wiki/w/%E6%9A%A2
斥,리칠 척,https://namu.wiki/w/%E6%96%A5
薦,거할 천:,https://namu.wiki/w/%E8%96%A6
尖,족할 첨,https://namu.wiki/w/%E5%B0%96
添,할 첨,https://namu.wiki/w/%E6%B7%BB
妾, 첩,https://namu.wiki/w/%E5%A6%BE
晴, 청,https://namu.wiki/w/%E6%99%B4
遞,릴 체,https://namu.wiki/w/%E9%81%9E
逮,을 체,https://namu.wiki/w/%E9%80%AE
替,꿀 체,https://namu.wiki/w/%E6%9B%BF
抄,을 초,https://namu.wiki/w/%E6%8A%84
秒,초 초,https://namu.wiki/w/%E7%A7%92
燭,불 촉,https://namu.wiki/w/%E7%87%AD
聰,밝을 총,https://namu.wiki/w/%E8%81%B0
醜,할 추,https://namu.wiki/w/%E9%86%9C
抽,을 추,https://namu.wiki/w/%E6%8A%BD
逐,을 축,https://namu.wiki/w/%E9%80%90
丑, 축,https://namu.wiki/w/%E4%B8%91
臭,새 취:,https://namu.wiki/w/%E8%87%AD
枕,개 침:,https://namu.wiki/w/%E6%9E%95
妥,당할 타:,https://namu.wiki/w/%E5%A6%A5
墮,어질 타:,https://namu.wiki/w/%E5%A2%AE
托,길 탁,https://namu.wiki/w/%E6%89%98
濁,릴 탁,https://namu.wiki/w/%E6%BF%81
濯,을 탁,https://namu.wiki/w/%E6%BF%AF
誕,을/거짓 탄:,https://namu.wiki/w/%E8%AA%95
貪,할 탐,https://namu.wiki/w/%E8%B2%AA
怠,으를 태,https://namu.wiki/w/%E6%80%A0
播,릴 파(:)[10],https://namu.wiki/w/%E6%92%AD
把,을 파:,https://namu.wiki/w/%E6%8A%8A
罷,칠 파:,https://namu.wiki/w/%E7%BD%B7
頗,못 파,https://namu.wiki/w/%E9%A0%97
販, 판,https://namu.wiki/w/%E8%B2%A9
貝,개 패:,https://namu.wiki/w/%E8%B2%9D
遍,루 편,https://namu.wiki/w/%E9%81%8D
幣,폐 폐:,https://namu.wiki/w/%E5%B9%A3
蔽,을 폐:,https://namu.wiki/w/%E8%94%BD
抱,을 포:,https://namu.wiki/w/%E6%8A%B1
飽,부를 포:,https://namu.wiki/w/%E9%A3%BD
幅, 폭,https://namu.wiki/w/%E5%B9%85
漂,다닐 표,https://namu.wiki/w/%E6%BC%82
匹, 필,https://namu.wiki/w/%E5%8C%B9
旱,물 한:,https://namu.wiki/w/%E6%97%B1
咸, 함,https://namu.wiki/w/%E5%92%B8
巷,리 항:,https://namu.wiki/w/%E5%B7%B7
亥,지 해,https://namu.wiki/w/%E4%BA%A5
奚,찌 해,https://namu.wiki/w/%E5%A5%9A
該,출/마땅 해,https://namu.wiki/w/%E8%A9%B2
享,릴 향:,https://namu.wiki/w/%E4%BA%AB
軒, 헌,https://namu.wiki/w/%E8%BB%92
絃, 현,https://namu.wiki/w/%E7%B5%83
縣,을 현:,https://namu.wiki/w/%E7%B8%A3
嫌,어할 혐,https://namu.wiki/w/%E5%AB%8C
亨,통할 형,https://namu.wiki/w/%E4%BA%A8
螢,딧불 형,https://namu.wiki/w/%E8%9E%A2
兮,조사 혜,https://namu.wiki/w/%E5%85%AE
乎,조사 호,https://namu.wiki/w/%E4%B9%8E
互,로 호:,https://namu.wiki/w/%E4%BA%92
毫,럭 호,https://namu.wiki/w/%E6%AF%AB
昏,두울 혼,https://namu.wiki/w/%E6%98%8F
鴻,러기 홍,https://namu.wiki/w/%E9%B4%BB
弘, 홍,https://namu.wiki/w/%E5%BC%98
禾, 화,https://namu.wiki/w/%E7%A6%BE
穫,둘 확,https://namu.wiki/w/%E7%A9%AB
擴,힐 확,https://namu.wiki/w/%E6%93%B4
丸,글 환,https://namu.wiki/w/%E4%B8%B8
曉,벽 효:,https://namu.wiki/w/%E6%9B%89
侯,후 후,https://namu.wiki/w/%E4%BE%AF
毁, 훼:,https://namu.wiki/w/%E6%AF%81
輝,날 휘,https://namu.wiki/w/%E8%BC%9D
携,끌 휴,https://namu.wiki/w/%E6%90%BA
佳,름다울 가:,https://namu.wiki/w/%E4%BD%B3
架,렁 가:,https://namu.wiki/w/%E6%9E%B6
脚,리 각,https://namu.wiki/w/%E8%84%9A
閣, 각,https://namu.wiki/w/%E9%96%A3
刊,길 간,https://namu.wiki/w/%E5%88%8A
幹,기 간,https://namu.wiki/w/%E5%B9%B9
懇,절할 간:,https://namu.wiki/w/%E6%87%87
肝, 간(:)[1],https://namu.wiki/w/%E8%82%9D
鑑,울 감,https://namu.wiki/w/%E9%91%91
剛,셀 강,https://namu.wiki/w/%E5%89%9B
綱,리 강,https://namu.wiki/w/%E7%B6%B1
鋼,철 강,https://namu.wiki/w/%E9%8B%BC
槪,개 개:,https://namu.wiki/w/%E6%A7%AA
介, 개:,https://namu.wiki/w/%E4%BB%8B
蓋,을 개(:)[2],https://namu.wiki/w/%E8%93%8B
距,거할 거:,https://namu.wiki/w/%E8%B7%9D
乾,늘/마를 건,https://namu.wiki/w/%E4%B9%BE
劍, 검:,https://namu.wiki/w/%E5%8A%8D
隔,이 뜰 격,https://namu.wiki/w/%E9%9A%94
訣,별할 결,https://namu.wiki/w/%E8%A8%A3
兼,할 겸,https://namu.wiki/w/%E5%85%BC
謙,손할 겸,https://namu.wiki/w/%E8%AC%99
頃,랑/잠깐 경,https://namu.wiki/w/%E9%A0%83
徑,름길/길 경,https://namu.wiki/w/%E5%BE%91
硬,을 경,https://namu.wiki/w/%E7%A1%AC
耕,갈 경,https://namu.wiki/w/%E8%80%95
契,을 계(:)[3],https://namu.wiki/w/%E5%A5%91
桂,수나무 계:,https://namu.wiki/w/%E6%A1%82
啓, 계:,https://namu.wiki/w/%E5%95%93
溪,내 계,https://namu.wiki/w/%E6%BA%AA
械,계 계:,https://namu.wiki/w/%E6%A2%B0
姑,어미 고,https://namu.wiki/w/%E5%A7%91
稿,고/볏짚 고,https://namu.wiki/w/%E7%A8%BF
鼓, 고,https://namu.wiki/w/%E9%BC%93
哭, 곡,https://namu.wiki/w/%E5%93%AD
谷, 곡,https://namu.wiki/w/%E8%B0%B7
貢,칠 공:,https://namu.wiki/w/%E8%B2%A2
供,바지할 공:,https://namu.wiki/w/%E4%BE%9B
恐,려울 공(:)[4],https://namu.wiki/w/%E6%81%90
恭,손할 공,https://namu.wiki/w/%E6%81%AD
誇,랑할 과:,https://namu.wiki/w/%E8%AA%87
寡,을 과:,https://namu.wiki/w/%E5%AF%A1
寬,그러울 관,https://namu.wiki/w/%E5%AF%AC
貫, 관(:)[5],https://namu.wiki/w/%E8%B2%AB
館, 관,https://namu.wiki/w/%E9%A4%A8
慣,숙할 관,https://namu.wiki/w/%E6%85%A3
冠, 관,https://namu.wiki/w/%E5%86%A0
狂,칠 광,https://namu.wiki/w/%E7%8B%82
壞,너질 괴:,https://namu.wiki/w/%E5%A3%9E
怪,이할 괴(:)[6],https://namu.wiki/w/%E6%80%AA
巧,교할 교,https://namu.wiki/w/%E5%B7%A7
較,줄/비교할 교,https://namu.wiki/w/%E8%BC%83
久,랠 구:,https://namu.wiki/w/%E4%B9%85
拘,을 구,https://namu.wiki/w/%E6%8B%98
丘,덕 구,https://namu.wiki/w/%E4%B8%98
菊,화 국,https://namu.wiki/w/%E8%8F%8A
弓, 궁,https://namu.wiki/w/%E5%BC%93
拳,먹 권:,https://namu.wiki/w/%E6%8B%B3
鬼,신 귀:,https://namu.wiki/w/%E9%AC%BC
菌,섯 균,https://namu.wiki/w/%E8%8F%8C
克,길 극,https://namu.wiki/w/%E5%85%8B
禽, 금,https://namu.wiki/w/%E7%A6%BD
錦,단 금:,https://namu.wiki/w/%E9%8C%A6
琴,문고 금,https://namu.wiki/w/%E7%90%B4
及,칠 급,https://namu.wiki/w/%E5%8F%8A
騎,탈 기,https://namu.wiki/w/%E9%A8%8E
祈, 기,https://namu.wiki/w/%E7%A5%88
畿,기 기,https://namu.wiki/w/%E7%95%BF
其, 기,https://namu.wiki/w/%E5%85%B6
企,할 기,https://namu.wiki/w/%E4%BC%81
緊,할 긴,https://namu.wiki/w/%E7%B7%8A
諾,락할 낙,https://namu.wiki/w/%E8%AB%BE
娘,집 낭,https://namu.wiki/w/%E5%A8%98
耐,딜 내:,https://namu.wiki/w/%E8%80%90
寧,안 녕,https://namu.wiki/w/%E5%AF%A7
奴, 노,https://namu.wiki/w/%E5%A5%B4
腦,/뇌수 뇌,https://namu.wiki/w/%E8%85%A6
泥,흙 니,https://namu.wiki/w/%E6%B3%A5
茶, 다 | 차 차,https://namu.wiki/w/%E8%8C%B6
旦,침 단,https://namu.wiki/w/%E6%97%A6
但,만 단:,https://namu.wiki/w/%E4%BD%86
丹,을 단,https://namu.wiki/w/%E4%B8%B9
淡,을 담,https://namu.wiki/w/%E6%B7%A1
踏,을 답,https://namu.wiki/w/%E8%B8%8F
糖, 당,https://namu.wiki/w/%E7%B3%96
唐,나라/당황할 당(:)[7],https://namu.wiki/w/%E5%94%90
臺, 대,https://namu.wiki/w/%E8%87%BA
貸,릴/뀔 대:,https://namu.wiki/w/%E8%B2%B8
渡,널 도,https://namu.wiki/w/%E6%B8%A1
桃,숭아 도,https://namu.wiki/w/%E6%A1%83
倒,어질 도:,https://namu.wiki/w/%E5%80%92
陶,그릇 도,https://namu.wiki/w/%E9%99%B6
途, 도:,https://namu.wiki/w/%E9%80%94
刀, 도,https://namu.wiki/w/%E5%88%80
突,자기 돌,https://namu.wiki/w/%E7%AA%81
凍, 동:,https://namu.wiki/w/%E5%87%8D
絡,을/얽을 락,https://namu.wiki/w/%E7%B5%A1
欄,간 란,https://namu.wiki/w/%E6%AC%84
蘭,초 란,https://namu.wiki/w/%E8%98%AD
浪,결 랑(:)[8],https://namu.wiki/w/%E6%B5%AA
廊,랑채/행랑 랑,https://namu.wiki/w/%E5%BB%8A
郞,내 랑,https://namu.wiki/w/%E9%83%9E
涼,늘할 량,https://namu.wiki/w/%E6%B6%BC
梁,보/돌다리 량,https://namu.wiki/w/%E6%A2%81
勵,쓸 려:,https://namu.wiki/w/%E5%8B%B5
曆,력 력,https://namu.wiki/w/%E6%9B%86
鍊,불릴/단련할 련:,https://namu.wiki/w/%E9%8D%8A
蓮,꽃 련,https://namu.wiki/w/%E8%93%AE
聯,이을 련,https://namu.wiki/w/%E8%81%AF
戀,리워할/그릴 련:,https://namu.wiki/w/%E6%88%80
裂,어질 렬,https://namu.wiki/w/%E8%A3%82
靈,령 령,https://namu.wiki/w/%E9%9D%88
嶺,개 령,https://namu.wiki/w/%E5%B6%BA
露,슬 로(:)[9],https://namu.wiki/w/%E9%9C%B2
爐,로 로,https://namu.wiki/w/%E7%88%90
祿, 록,https://namu.wiki/w/%E7%A5%BF
弄,롱할 롱:,https://namu.wiki/w/%E5%BC%84
賴,뢰할 뢰:,https://namu.wiki/w/%E8%B3%B4
雷,레 뢰,https://namu.wiki/w/%E9%9B%B7
漏, 루:,https://namu.wiki/w/%E6%BC%8F
樓,락 루,https://namu.wiki/w/%E6%A8%93
累,러/자주 루,https://namu.wiki/w/%E7%B4%AF
倫,륜 륜,https://namu.wiki/w/%E5%80%AB
率,율 률 | 거느릴 솔,https://namu.wiki/w/%E7%8E%87
栗, 률,https://namu.wiki/w/%E6%A0%97
隆,을 륭,https://namu.wiki/w/%E9%9A%86
陵,덕 릉,https://namu.wiki/w/%E9%99%B5
吏,슬아치/관리 리:,https://namu.wiki/w/%E5%90%8F
履,을 리:,https://namu.wiki/w/%E5%B1%A5
裏, 리:,https://namu.wiki/w/%E8%A3%8F
臨,할 림,https://namu.wiki/w/%E8%87%A8
磨, 마,https://namu.wiki/w/%E7%A3%A8
麻, 마(:)[10],https://namu.wiki/w/%E9%BA%BB
漠,을 막,https://namu.wiki/w/%E6%BC%A0
莫,을 막,https://namu.wiki/w/%E8%8E%AB
幕,막 막,https://namu.wiki/w/%E5%B9%95
晩,을 만:,https://namu.wiki/w/%E6%99%A9
妄,령될 망:,https://namu.wiki/w/%E5%A6%84
媒,매 매,https://namu.wiki/w/%E5%AA%92
梅,화 매,https://namu.wiki/w/%E6%A2%85
麥,리 맥,https://namu.wiki/w/%E9%BA%A5
孟, 맹(:)[11],https://namu.wiki/w/%E5%AD%9F
猛,나울 맹:,https://namu.wiki/w/%E7%8C%9B
盲,경/눈멀 맹,https://namu.wiki/w/%E7%9B%B2
盟,세 맹,https://namu.wiki/w/%E7%9B%9F
眠, 면,https://namu.wiki/w/%E7%9C%A0
綿, 면,https://namu.wiki/w/%E7%B6%BF
免,할 면:,https://namu.wiki/w/%E5%85%8D
